id,region,country,location,stadium_name,total_capacity,sport_played
145,North America,United Mexican States,Zacatecas,Estadio Carlos Vega Villalba,"20,000",Football
145,North America,United Mexican States,CuliacÃ¡n Rosales,Estadio de los Tomateros de CuliacÃ¡n,"20,000",Baseball
145,North America,United Mexican States,Mexicali,Estadio Farmacias Santa MÃ³nica,"19,000",Baseball
145,North America,United Mexican States,Puebla,Estadio Universitario BUAP,"19,000","American football, football"
145,North America,United Mexican States,Zapopan,Estadio 3 de Marzo,"18,000",Football
145,North America,United Mexican States,Durango,Estadio Francisco Zarco,"18,000",Football
145,North America,United Mexican States,Hermosillo,Estadio HÃ©roe de Nacozari,"18,000",Football
145,North America,United Mexican States,CancÃºn,Estadio OlÃ­mpico AndrÃ©s Quintana Roo,"17,000",Football
145,North America,United Mexican States,Morelia,Estadio OlÃ­mpico Venustiano Carranza,"17,000",Football
145,North America,United Mexican States,Saltillo,Estadio Francisco I. Madero,"16,000",Baseball
145,North America,United Mexican States,San NicolÃ¡s,Estadio Gaspar Mass,"16,000",American football
145,North America,United Mexican States,Hermosillo,Estadio Sonora,"16,000",Baseball
145,North America,United Mexican States,MazatlÃ¡n,Estadio Teodoro Mariscal,"16,000",Baseball
145,North America,United Mexican States,Ciudad ObregÃ³n,Estadio Yaquis,"16,000",Baseball
145,North America,United Mexican States,Aguascalientes,Plaza de toros Monumental de Aguascalientes,"16,000",Bullfighting
145,North America,United Mexican States,Guadalajara,Plaza de toros Nuevo Progreso,"16,000",Bullfighting
145,North America,United Mexican States,MÃ©rida,Estadio Carlos Iturralde Rivero,"15,000",Football
145,North America,United Mexican States,Tlaxcala,Estadio Tlahuicole,"15,000",Football
145,North America,United Mexican States,Oaxaca,Estadio TecnolÃ³gico de Oaxaca,"14,000",Football
145,North America,United Mexican States,MÃ©rida,Parque KukulcÃ¡n Alamo,"14,000",Baseball
145,North America,United Mexican States,La Piedad,Estadio Juan N. LÃ³pez,"13,000",Football
145,North America,United Mexican States,Mexico City,Estadio Wilfrido Massieu,"13,000",American football
145,North America,United Mexican States,Tepic,Estadio NicolÃ¡s Ãlvarez Ortega,"12,000",Football
145,North America,United Mexican States,Los Mochis,Estadio Centenario,"11,000",Football
145,North America,United Mexican States,Mexicali,Plaza de toros Calafia,"11,000",Bullfighting
