id,region,country,location,stadium_name,total_capacity,sport_played
122,Europe,Spain,Seville,Estadio Benito Villamarín,60000,Football
122,Europe,Spain,Seville,Estadio La Cartuja de Sevilla,57000,Football
122,Europe,Spain,Bilbao,San Mamés,53000,Football
122,Europe,Spain,Valencia,Mestalla,48000,Football
122,Europe,Spain,Seville,Estadio Ramón Sánchez-Pizjuán,43000,Football
122,Europe,Spain,Cornellà de Llobregat,RCDE Stadium,40000,Football
122,Europe,Spain,San Sebastián,Reale Arena,39000,Football
122,Europe,Spain,Zaragoza,Estadio La Romareda,34000,Football
122,Europe,Spain,Elche,Estadi Manuel Martínez Valero,33000,Football
122,Europe,Spain,A Coruña,Estadio ABANCA-RIAZOR,32000,Football
122,Europe,Spain,Las Palmas de Gran Canaria,Estadio de Gran Canaria,32000,Football
122,Europe,Spain,Murcia,Estadio Enrique Roca de Murcia,31000,Football
122,Europe,Spain,Gijón,Estadio El Molinón-Enrique Castro “Quini”,30000,Football
122,Europe,Spain,Málaga,Estadio La Rosaleda,30000,Football
122,Europe,Spain,Oviedo,Estadio Municipal Carlos Tartiere,30000,Football
122,Europe,Spain,Alicante,Estadio José Rico Pérez,29000,Football
122,Europe,Spain,Valladolid,Estadio Municipal José Zorrilla,27000,Football
122,Europe,Spain,Valencia,Estadi Ciutat de València,26000,Football
122,Europe,Spain,Pamplona,Estadio El Sadar,23000,Football
122,Europe,Spain,Madrid,Plaza de toros de Las Ventas,23000,Bullfighting
122,Europe,Spain,Santa Cruz de Tenerife,Estadio Heliodoro Rodríguez López,22000,Football
122,Europe,Spain,Córdoba,Estadio El Arcángel,20000,Football
122,Europe,Spain,Jerez de la Frontera,Estadio Municipal de Chapín,20000,Football
122,Europe,Spain,Cádiz,Estadio Nuevo Mirandilla,20000,Football
122,Europe,Spain,Granada,Estadio Nuevo Los Cármenes,19000,Football
122,Europe,Spain,Vitoria-Gasteiz,Mendizorrotza,19000,Football
122,Europe,Spain,Pamplona,Plaza de toros de Pamplona,19000,Bullfighting
122,Europe,Spain,Getafe,Coliseum Alfonso Pérez,17000,Football
122,Europe,Spain,Albacete,Estadio Carlos Belmonte,17000,Football
122,Europe,Spain,Madrid,WiZink Center,17000,Basketball
122,Europe,Spain,Logroño,Municipal Las Gaunas,16000,Football
122,Europe,Spain,Cartagena,Estadio Municipal Cartagonova,15000,Football
122,Europe,Spain,Castellón de la Plana,Estadio Municipal de Castalia,15000,Football
122,Europe,Spain,Vitoria-Gasteiz,Fernando Buesa Arena,15000,Basketball
122,Europe,Spain,Huelva,Plaza de toros de La Merced,15000,Bullfighting
122,Europe,Spain,Murcia,Plaza de toros de Murcia,15000,Bullfighting
122,Europe,Spain,Madrid,Campo de fútbol de Vallecas,14000,Football
122,Europe,Spain,Badajoz,Estadio Nuevo Vivero,14000,Football
122,Europe,Spain,Tarragona,Nou Estadi Costa Daurada,14000,Football
122,Europe,Spain,Granada,Plaza de toros de Granada,14000,Bullfighting
122,Europe,Spain,Córdoba,Plaza de toros de Los Califas,14000,Bullfighting
122,Europe,Spain,Bilbao,Vista Alegre zezen plaza,14000,Bullfighting
122,Europe,Spain,León,Estadio Municipal Reino de León,13000,Football
122,Europe,Spain,Madrid,Estadio Manolo Santana,12000,Tennis
122,Europe,Spain,Ferrol,Estadio Municipal da Malata,12000,Football
122,Europe,Spain,Leganés,Estadio Municipal de Butarque,12000,Football
122,Europe,Spain,Burgos,Estadio Municipal de El Plantío,12000,Football
122,Europe,Spain,Pontevedra,Estadio Municipal de Pasarón,12000,Football
122,Europe,Spain,Jaén,Estadio Municipal La Victoria,12000,Football
122,Europe,Spain,Badalona,Palau Municipal d’Esports de Badalona,12000,Basketball
122,Europe,Spain,Valencia,Plaça de bous de València,12000,Bullfighting
122,Europe,Spain,Albacete,Plaza de toros de Albacete,12000,Bullfighting
122,Europe,Spain,Seville,Plaza de toros de la Real Maestranza de Caballería de Sevilla,12000,Bullfighting
122,Europe,Spain,Sabadell,Estadi Municipal de la Nova Creu Alta,11000,Football
122,Europe,Spain,Terrassa,Estadi Municipal Olímpic,11000,Football
122,Europe,Spain,Las Palmas de Gran Canaria,Gran Canaria Arena,11000,Basketball
122,Europe,Spain,Algeciras,Monumental Las Palomas,11000,Bullfighting
122,Europe,Spain,Málaga,Palacio de deportes José María Martín Carpena,11000,Basketball
122,Europe,Spain,Logroño,Plaza de toros de La Ribera,11000,Bullfighting
122,Europe,Spain,Valladolid,Plaza de toros de Valladolid,11000,Bullfighting
122,Europe,Spain,Melilla,Estadio Álvarez Claro,10000,Football
122,Europe,Spain,Zaragoza,Pabellón Príncipe Felipe,10000,Basketball
122,Europe,Spain,Almería,Plaza de toros de Almería,10000,Bullfighting
122,Europe,Spain,Jaén,Plaza de toros de Jaén,10000,Bullfighting
122,Europe,Spain,Palencia,Plaza de toros de Palencia,10000,Bullfighting
122,Europe,Spain,Salamanca,Plaza de toros de Salamanca – La Glorieta,10000,Bullfighting
122,Europe,Spain,Santander,Plaza de toros de Santander,10000,Bullfighting
122,Europe,Spain,Zaragoza,Plaza de toros de Zaragoza,10000,Bullfighting
123,Europe,Sweden,Solna,Friends Arena,54000,Football
123,Europe,Sweden,Gothenburg,Ullevi,40000,Football
123,Europe,Sweden,Stockholm,Tele2 Arena,30000,Football
123,Europe,Sweden,Malmö,Eleda Stadion,22000,Football
123,Europe,Sweden,Gothenburg,Gamla Ullevi,18000,Football
123,Europe,Sweden,Norrköping,PlatinumCars Arena,17000,Football
123,Europe,Sweden,Borås,Borås Arena,16000,Football
123,Europe,Sweden,Helsingborg,Olympia,16000,Football
123,Europe,Sweden,Örebro,Behrn Arena,12000,"American football, football"
123,Europe,Sweden,Kalmar,Guldfågeln Arena,12000,Football
123,Europe,Sweden,Gothenburg,Scandinavium,12000,Ice hockey
123,Europe,Sweden,Växjö,Visma Arena,12000,Football
123,Europe,Sweden,Landskrona,Landskrona IP,10000,Football
124,Europe,Swiss Confederation,Basel,St. Jakob-Park,38000,Football
124,Europe,Swiss Confederation,Bern,Stadion Wankdorf,32000,Football
124,Europe,Swiss Confederation,Geneva,Stade de Genève,30000,Football
124,Europe,Swiss Confederation,Zürich,Stadion Letzigrund,26000,Football
124,Europe,Swiss Confederation,St. Gallen,kybunpark,19000,Football
124,Europe,Swiss Confederation,Bern,PostFinance-Arena,17000,Ice hockey
124,Europe,Swiss Confederation,Lucerne,swissporarena,16000,Football
124,Europe,Swiss Confederation,Sion,Stade de Tourbillon,14000,Football
124,Europe,Swiss Confederation,La Chaux-de-Fonds,Stade de la Charrière,12000,Football
124,Europe,Swiss Confederation,Neuchâtel,Stade de la Maladière,12000,Football
124,Europe,Swiss Confederation,Zürich,Hallenstadion,11000,Ice hockey
124,Europe,Swiss Confederation,Thun,Stockhorn Arena,10000,Football
125,Europe,Ukraine,Kyiv,Olympic National Sports Complex Stadium,70000,Football
125,Europe,Ukraine,Kharkiv,Metalist Stadium,40000,Football
125,Europe,Ukraine,Lviv,Arena Lviv,34000,Football
125,Europe,Ukraine,Odessa,Chernomorets Stadium,34000,Football
125,Europe,Ukraine,Sumy,Yuvileiny Stadium,25000,Football
125,Europe,Ukraine,Ternopil,Roman Shukhevych Ternopil City Stadium,15000,Football
125,Europe,Ukraine,Kropyvnytskyi,Zirka Stadium,14000,Football
125,Europe,Ukraine,Chernivtsi,Bukovyna Stadium,12000,Football
125,Europe,Ukraine,Mariupol,Volodymyr Boiko Stadium,12000,Football
127,Europe,England,London,Wembley Stadium,90000,Football
127,Europe,England,Twickenham,Twickenham Stadium,82000,Rugby union
127,Europe,England,Stretford,Old Trafford,74000,Football
127,Europe,England,London,London Stadium,66000,Football
127,Europe,England,London,Tottenham Hotspur Stadium,62000,Football
127,Europe,England,London,Emirates Stadium,60000,Football
127,Europe,England,Manchester,Etihad Stadium,55000,Football
127,Europe,England,Liverpool,Anfield Stadium,53000,Football
127,Europe,England,Newcastle upon Tyne,St. James’ Park,52000,Football
127,Europe,England,Sunderland,Stadium of Light,49000,Football
127,Europe,England,Birmingham,Villa Park,42000,Football
127,Europe,England,London,Stamford Bridge,41000,Football
127,Europe,England,Liverpool,Goodison Park,39000,Football
127,Europe,England,Sheffield,Hillsborough Stadium,39000,Football
127,Europe,England,Leeds,Elland Road Stadium,37000,Football
127,Europe,England,Middlesbrough,Riverside Stadium,34000,Football
127,Europe,England,Derby,Pride Park Stadium,33000,Football
127,Europe,England,Sheffield,Bramall Lane Stadium,32000,Football
127,Europe,England,Leicester,King Power Stadium,32000,Football
127,Europe,England,Wolverhampton,Molineux Stadium,32000,Football
127,Europe,England,Coventry,Stadium Bowl,32000,"Football, rugby union"
127,Europe,England,Southampton,St. Mary’s Stadium,32000,Football
127,Europe,England,Blackburn,Ewood Park,31000,Football
127,Europe,England,London,Lord’s Cricket Ground,31000,Cricket
127,Europe,England,Brighton,American Express Community Stadium,30000,Football
127,Europe,England,Stoke-on-Trent,bet365 Stadium,30000,Football
127,Europe,England,Ipswich,Portman Road Stadium,30000,Football
127,Europe,England,Milton Keynes,Stadium MK,30000,Football
127,Europe,England,West Bridgford,The City Ground,30000,Football
127,Europe,England,London,Craven Cottage,29000,Football
127,Europe,England,Birmingham,St. Andrew’s Stadium,29000,Football
127,Europe,England,Bolton,University of Bolton Stadium,28000,Football
127,Europe,England,Bristol,Ashton Gate Stadium,27000,"Football, rugby union"
127,Europe,England,Norwich,Carrow Road Stadium,27000,Football
127,Europe,England,London,The Valley,27000,Football
127,Europe,England,London,Selhurst Park,26000,Football
127,Europe,England,West Bromwich,The Hawthorns,26000,Football
127,Europe,England,Wigan,DW Stadium,25000,"Football, rugby league"
127,Europe,England,Birmingham,Edgbaston Cricket Ground,25000,Cricket
127,Europe,England,London,Kia Oval,25000,Cricket
127,Europe,England,Leicester,Mattioli Woods Welford Road,25000,Rugby union
127,Europe,England,Kingston upon Hull,MKM Stadium,25000,"Football, rugby league"
127,Europe,England,Bradford,Northern Commercials Stadium,25000,Football
127,Europe,England,Huddersfield,John Smith’s Stadium,24000,"Football, rugby league"
127,Europe,England,Reading,Select Car Leasing Stadium,24000,Football
127,Europe,England,Preston,Deepdale,23000,Football
127,Europe,England,Barnsley,Oakwell Stadium,23000,Football
127,Europe,England,Watford,Vicarage Road Stadium,22000,Football
127,Europe,England,Burnley,Turf Moor,21000,Football
127,Europe,England,Portsmouth,Fratton Park,20000,Football
127,Europe,England,Nottingham,Meadow Lane Stadium,20000,Football
127,Europe,England,London,The Den,20000,Football
127,Europe,England,Leeds,Emerald Headingley Rugby Stadium,19000,Rugby league
127,Europe,England,Leeds,Emerald Headingley Cricket Ground,18000,Cricket
127,Europe,England,London,Loftus Road Stadium,18000,Football
127,Europe,England,St. Helens,Totally Wicked Stadium,18000,"Football, rugby league"
127,Europe,England,Carlisle,Brunton Park,17000,Football
127,Europe,England,Brentford,Gtech Community Stadium,17000,"Football, rugby union"
127,Europe,England,Plymouth,Home Park,17000,Football
127,Europe,England,West Bridgford,Trent Bridge Cricket Ground,17000,Cricket
127,Europe,England,Blackpool,Bloomfield Road Stadium,16000,Football
127,Europe,England,Gloucester,Kingsholm Stadium,16000,Rugby union
127,Europe,England,Birkenhead,Prenton Park,16000,Football
127,Europe,England,Doncaster,Eco-Power Stadium,15000,"Football, rugby league"
127,Europe,England,Northampton,Franklin’s Gardens,15000,Rugby union
127,Europe,England,Swindon,The Energy Check County Ground,15000,Football
127,Europe,England,Warrington,The Halliwell Jones Stadium,15000,Rugby league
127,Europe,England,Peterborough,Weston Homes Stadium,15000,Football
127,Europe,England,London,Centre Court,14000,Tennis
127,Europe,England,Twickenham,Twickenham Stoop Stadium,14000,Rugby union
127,Europe,England,Oldham,Boundary Park,13000,Football
127,Europe,England,Exeter,Sandy Park Stadium,13000,Rugby union
127,Europe,England,Rotherham,AESSEAL New York Stadium,12000,Football
127,Europe,England,Eccles,AJ Bell Stadium,12000,"Rugby league, rugby union"
127,Europe,England,Kingston upon Hull,Hull College Craven Park Stadium,12000,Rugby league
127,Europe,England,Oxford,Kassam Stadium,12000,Football
127,Europe,England,Leigh,Leigh Sports Village Stadium,12000,"Football, rugby league"
127,Europe,England,Bristol,Memorial Stadium,12000,Football
127,Europe,England,Southend-on-Sea,Roots Hall Stadium,12000,Football
127,Europe,England,Walsall,Banks’s Stadium,11000,Football
127,Europe,England,Gillingham,MEMS Priestfield Stadium,11000,Football
127,Europe,England,Castleford,Mend-A-Hose Jungle,11000,Rugby league
127,Europe,England,Bournemouth,Vitality Stadium,11000,Football
127,Europe,England,Scarborough,North Marine Road Ground,11000,Cricket
127,Europe,England,Worcester,Sixways Stadium,11000,Rugby union
127,Europe,England,High Wycombe,Adams Park,10000,Football
127,Europe,England,Crewe,Alexandra Stadium,10000,Football
127,Europe,England,Rochdale,Crown Oil Arena,10000,"Football, rugby league"
127,Europe,England,Stockport,Edgeley Park Stadium,10000,Football
127,Europe,England,Colchester,JobServe Community Stadium,10000,Football
127,Europe,England,Luton,Kenilworth Road Stadium,10000,Football
127,Europe,England,Newcastle upon Tyne,Kingston Park,10000,"Rugby league, rugby union"
127,Europe,England,Lincoln,LNER Stadium,10000,Football
127,Europe,England,Chesterfield,Technique Stadium,10000,Football
128,Europe,Northern Ireland,Armagh,Athletic Grounds,18000,"Gaelic football, hurling"
128,Europe,Northern Ireland,Londonderry,Celtic Park,18000,"Gaelic football, hurling"
128,Europe,Northern Ireland,Omagh,Healy Park,18000,Gaelic football
128,Europe,Northern Ireland,Belfast,Kingspan Stadium,18000,Rugby union
128,Europe,Northern Ireland,Belfast,Windsor Park,18000,Football
129,Europe,Scotland,Edinburgh,BT Murrayfield Stadium,67000,Rugby union
129,Europe,Scotland,Glasgow,Celtic Park,60000,Football
129,Europe,Scotland,Glasgow,Hampden Park,51000,Football
129,Europe,Scotland,Glasgow,Ibrox Stadium,50000,Football
129,Europe,Scotland,Edinburgh,Easter Road Stadium,20000,Football
129,Europe,Scotland,Aberdeen,Pittodrie Stadium,20000,Football
129,Europe,Scotland,Edinburgh,Tynecastle Park,19000,Football
129,Europe,Scotland,Kilmarnock,Rugby Park,17000,Football
129,Europe,Scotland,Dundee,Tannadice Park,14000,Football
129,Europe,Scotland,Greenock,Cappielow Park,11000,Football
129,Europe,Scotland,Dunfermline,East End Park,11000,Football
129,Europe,Scotland,Dundee,Kilmac Stadium,11000,Football
129,Europe,Scotland,Glasgow,Firhill Stadium,10000,Football
129,Europe,Scotland,Perth,McDiarmid Park,10000,Football
129,Europe,Scotland,Airdrie,Penny Cars Stadium,10000,Football
129,Europe,Scotland,Ayr,Somerset Park,10000,Football
130,Europe,Wales,Cardiff,Principality Stadium,73000,Rugby union
130,Europe,Wales,Cardiff,Cardiff City Stadium,33000,Football
130,Europe,Wales,Swansea,Swansea.com Stadium,21000,"Football, rugby union"
130,Europe,Wales,Cardiff,Cardiff Wales Stadium,15000,Cricket
130,Europe,Wales,Llanelli,Parc y Scarlets,14000,Rugby union
